player,squad,league,pos,age,nation,is_world_cup,playing_time_min,gls_per90,ast_per90,xg_per90,npxg_per90,xag_per90,sh_per90,sot_per90,touches_per90,prog_carries_per90,prog_passes_per90,tackles_tkl_per90,int_per90,clr_per90,pass_completion_pct,_match_score,_match_strategy,market_value_eur,market_value_raw,position_detail,age_tm,contract_expires,nationality_tm,image_url,local_image_path,sportsdb_image_url
Raphael Guerreiro,Bayern Munich,Bundesliga,DF,31,POR,1,1363,0.23,0.096,0.035,0.056,0.074,0.168,0.595,45.918,0.987,5.804,3.82,1.603,4.108,80.3,100.0,full_key,18080000.0,€18.1M,DF,31.0,2028.0,POR,https://upload.wikimedia.org/wikipedia/commons/2/28/Jo%C3%A3o_Cancelo_USMNT_v_Portugal_Mar_31_2026-30_%28cropped%29.jpg,app/static/players/raphael_guerreiro.jpg,
Min-jae Kim,Bayern Munich,Bundesliga,DF,28,KOR,1,2004,0.038,0.019,0.056,0.0,0.0,0.244,0.0,71.008,3.02,7.63,3.047,1.274,6.279,86.4,100.0,full_key,11740000.0,€11.7M,DF,28.0,2026.0,KOR,https://upload.wikimedia.org/wikipedia/commons/2/2c/Kim_Min-jae_%28%EA%B9%80%EB%AF%BC%EC%9E%AC%29_Poong%2C_the_Joseon_Psychiatrist_Script_Reading_%282%29.jpg,app/static/players/min-jae_kim.jpg,
Jamal Musiala,Bayern Munich,Bundesliga,MF,22,GER,1,2475,0.047,0.218,0.101,0.005,0.286,0.901,0.616,67.586,3.74,8.722,2.193,1.564,1.084,92.3,100.0,full_key,17950000.0,€17.9M,MF,22.0,2027.0,GER,https://upload.wikimedia.org/wikipedia/en/f/f2/EA_FC_26_Cover.jpg,app/static/players/jamal_musiala.jpg,
Karim Adeyemi,Borussia Dortmund,Bundesliga,FW,23,GER,1,2996,0.67,0.141,0.488,0.452,0.167,2.338,1.253,38.378,4.199,4.074,1.587,0.889,1.385,74.8,100.0,full_key,50000000.0,€50.0M,FW,23.0,2027.0,GER,https://upload.wikimedia.org/wikipedia/en/8/87/2024_UEFA_Champions_League_Final_programme.png,,
Julian Brandt,Borussia Dortmund,Bundesliga,MF,28,GER,1,2979,0.06,0.253,0.139,0.099,0.163,1.04,0.74,68.909,5.433,9.306,2.318,1.499,0.0,81.0,100.0,full_key,7580000.0,€7.6M,MF,28.0,2026.0,GER,https://upload.wikimedia.org/wikipedia/en/8/87/2024_UEFA_Champions_League_Final_programme.png,,
Niclas Fullkrug,Borussia Dortmund,Bundesliga,FW,31,GER,1,2990,0.301,0.139,0.291,0.301,0.229,2.274,1.436,32.554,4.113,2.82,0.234,0.986,0.0,79.1,100.0,full_key,25490000.0,€25.5M,FW,31.0,2027.0,GER,https://upload.wikimedia.org/wikipedia/en/8/87/2024_UEFA_Champions_League_Final_programme.png,,
Nico Schlotterbeck,Borussia Dortmund,Bundesliga,DF,25,GER,1,1716,0.138,0.149,0.055,0.056,0.158,0.0,0.058,62.475,4.099,4.703,3.235,1.752,4.872,85.0,100.0,full_key,15820000.0,€15.8M,DF,25.0,2028.0,GER,https://upload.wikimedia.org/wikipedia/en/8/87/2024_UEFA_Champions_League_Final_programme.png,,
Emre Can,Borussia Dortmund,Bundesliga,MF,30,GER,1,3270,0.351,0.249,0.141,0.12,0.242,1.14,0.728,57.577,4.441,7.717,3.408,1.456,1.464,77.3,100.0,full_key,25270000.0,€25.3M,MF,30.0,2026.0,GER,https://upload.wikimedia.org/wikipedia/commons/c/cf/Emre_Can_in_2023.jpg,app/static/players/emre_can.jpg,
Gregor Kobel,Borussia Dortmund,Bundesliga,GK,27,SUI,1,1859,0.028,0.0,0.058,0.035,0.0,0.835,0.0,27.965,0.84,3.005,0.205,0.0,0.669,65.9,100.0,full_key,3230000.0,€3.2M,GK,27.0,2028.0,SUI,https://upload.wikimedia.org/wikipedia/en/8/87/2024_UEFA_Champions_League_Final_programme.png,,
Ramy Bensebaini,Borussia Dortmund,Bundesliga,DF,29,ALG,1,3291,0.158,0.202,0.069,0.06,0.065,0.309,0.638,70.726,2.965,5.191,3.407,1.473,3.014,72.6,100.0,full_key,19110000.0,€19.1M,DF,29.0,2025.0,ALG,https://upload.wikimedia.org/wikipedia/commons/5/5b/2023-08-12_TSV_Schott_Mainz_gegen_Borussia_Dortmund_%28DFB-Pokal_2023-24%29_by_Sandro_Halank%E2%80%93134.jpg,,
Felix Nmecha,Borussia Dortmund,Bundesliga,MF,24,GER,1,3287,0.349,0.211,0.024,0.175,0.196,0.758,0.543,63.38,4.969,7.682,2.524,1.305,1.106,92.1,100.0,full_key,22040000.0,€22.0M,MF,24.0,2026.0,GER,https://upload.wikimedia.org/wikipedia/commons/f/fd/Felix_Nmecha_2021.jpg,app/static/players/felix_nmecha.jpg,
Marcel Sabitzer,Borussia Dortmund,Bundesliga,MF,30,AUT,1,2919,0.15,0.165,0.172,0.233,0.16,1.557,0.081,54.957,4.071,8.114,2.05,1.039,0.0,89.1,100.0,full_key,20890000.0,€20.9M,MF,30.0,2026.0,AUT,https://upload.wikimedia.org/wikipedia/commons/0/0e/Marcel_Sabitzer_2020_%28cropped%29.jpg,app/static/players/marcel_sabitzer.jpg,
Jamie Bynoe-Gittens,Borussia Dortmund,Bundesliga,FW,20,ENG,1,2733,0.327,0.22,0.323,0.389,0.206,3.196,1.25,29.443,4.293,3.713,1.282,0.469,0.0,63.7,100.0,full_key,9280000.0,€9.3M,FW,20.0,2026.0,ENG,https://upload.wikimedia.org/wikipedia/en/8/87/2024_UEFA_Champions_League_Final_programme.png,,
Maximilian Beier,Borussia Dortmund,Bundesliga,FW,22,GER,1,2117,0.324,0.083,0.416,0.309,0.209,3.068,0.637,48.81,4.265,2.822,0.317,1.279,0.0,70.2,100.0,full_key,46820000.0,€46.8M,FW,22.0,2028.0,GER,https://upload.wikimedia.org/wikipedia/commons/8/89/Maximilian_Beier_training_with_Borussia_Dortmund_%282026%29.jpg,,
Florian Wirtz,Bayer Leverkusen,Bundesliga,MF,21,GER,1,2886,0.358,0.231,0.112,0.19,0.35,1.537,1.057,76.191,7.1,9.898,2.847,1.924,0.161,92.2,100.0,full_key,150000000.0,€150.0M,MF,21.0,2028.0,GER,https://upload.wikimedia.org/wikipedia/commons/5/5d/Florian_Wirtz%2C_2022-07-31%2C_Saisoner%C3%B6ffnung_Bayer_04%2C_Leverkusen_%281%29_%28cropped%29.jpg,app/static/players/florian_wirtz.jpg,
Granit Xhaka,Bayer Leverkusen,Bundesliga,MF,32,SUI,1,3131,0.098,0.277,0.153,0.226,0.043,1.244,0.534,60.603,5.908,9.218,1.649,1.249,0.725,89.4,100.0,full_key,6670000.0,€6.7M,MF,32.0,2027.0,SUI,https://upload.wikimedia.org/wikipedia/commons/0/01/Granit_Xhaka_%28cropped%29.jpg,app/static/players/granit_xhaka.jpg,
Alejandro Grimaldo,Bayer Leverkusen,Bundesliga,DF,29,ESP,1,1298,0.102,0.021,0.095,0.141,0.0,1.352,0.0,47.331,3.494,4.735,3.008,1.654,4.827,87.1,100.0,full_key,45000000.0,€45.0M,DF,29.0,2026.0,ESP,https://upload.wikimedia.org/wikipedia/commons/b/b6/Los_Caminos_del_f%C3%BAtbol._Xabi_Alonso_%2839666778464%29_%28cropped%29.jpg,app/static/players/alejandro_grimaldo.jpg,
Victor Boniface,Bayer Leverkusen,Bundesliga,FW,24,NGA,1,1768,0.433,0.134,0.343,0.39,0.078,3.03,1.417,38.577,4.477,4.106,0.436,0.459,0.0,67.4,100.0,full_key,45000000.0,€45.0M,FW,24.0,2028.0,NGA,https://upload.wikimedia.org/wikipedia/commons/8/81/Boniface_Jr.jpg,app/static/players/victor_boniface.jpg,
Jonas Hofmann,Bayer Leverkusen,Bundesliga,MF,32,GER,1,3090,0.154,0.2,0.127,0.197,0.26,1.976,0.141,56.16,6.042,8.931,2.606,1.081,2.006,85.2,100.0,full_key,20640000.0,€20.6M,MF,32.0,2028.0,GER,https://upload.wikimedia.org/wikipedia/commons/8/80/2022128153308_2022-05-08_Fussball_Eintracht_Frankfurt_vs_Borussia_M%C3%B6nchengladbach_-_Sven_-_1D_X_MK_II_-_0729_-_B70I6840_%28cropped%29_%28cropped%29.jpg,,
Piero Hincapie,Bayer Leverkusen,Bundesliga,DF,23,ECU,1,3097,0.032,0.079,0.073,0.095,0.053,0.0,0.645,54.675,1.712,8.912,2.779,1.588,3.608,86.8,100.0,full_key,12400000.0,€12.4M,DF,23.0,2028.0,ECU,https://upload.wikimedia.org/wikipedia/commons/f/fb/1_arsenal_crystal_palace_epl_champions_2026.jpg,,
Robert Andrich,Bayer Leverkusen,Bundesliga,MF,30,GER,1,2968,0.159,0.237,0.192,0.133,0.306,1.299,0.265,61.52,5.921,5.305,2.189,1.768,1.5,82.9,100.0,full_key,13900000.0,€13.9M,MF,30.0,2026.0,GER,https://upload.wikimedia.org/wikipedia/en/b/be/2024_UEFA_Europa_League_Final_programme.png,,
Exequiel Palacios,Bayer Leverkusen,Bundesliga,MF,26,ARG,1,902,0.296,0.407,0.149,0.093,0.128,2.095,0.818,66.527,5.574,6.289,2.81,1.202,0.0,92.6,100.0,full_key,15600000.0,€15.6M,MF,26.0,2026.0,ARG,https://upload.wikimedia.org/wikipedia/commons/a/a3/Olympicstadium2.jpg,app/static/players/exequiel_palacios.jpg,
Edmond Tapsoba,Bayer Leverkusen,Bundesliga,DF,25,BFA,1,2622,0.036,0.072,0.08,0.083,0.088,0.396,0.0,68.929,1.583,6.31,2.666,1.711,4.523,87.0,100.0,full_key,9520000.0,€9.5M,DF,25.0,2028.0,BFA,https://upload.wikimedia.org/wikipedia/en/b/be/2024_UEFA_Europa_League_Final_programme.png,,
Lukas Hradecky,Bayer Leverkusen,Bundesliga,GK,35,FIN,1,3289,0.0,0.0,0.092,0.211,0.0,0.007,0.0,30.051,0.0,2.024,0.14,0.08,1.382,59.6,100.0,full_key,3310000.0,€3.3M,GK,35.0,2026.0,FIN,https://upload.wikimedia.org/wikipedia/commons/6/6b/Luk%C3%A1%C5%A1_Hr%C3%A1deck%C3%BD%2C_2022-07-31%2C_Saisoner%C3%B6ffnung_Bayer_04%2C_Leverkusen_%281%29.jpg,app/static/players/lukas_hradecky.jpg,
Nathan Tella,Bayer Leverkusen,Bundesliga,FW,25,ENG,1,1339,0.511,0.014,0.432,0.475,0.033,3.119,1.024,29.903,5.051,3.204,0.764,0.586,0.124,77.1,100.0,full_key,17140000.0,€17.1M,FW,25.0,2025.0,ENG,https://upload.wikimedia.org/wikipedia/commons/d/d4/Nathan-Tella-2025.jpg,app/static/players/nathan_tella.jpg,
Adam Hlozek,Bayer Leverkusen,Bundesliga,FW,22,CZE,1,2088,0.486,0.242,0.258,0.182,0.195,2.663,1.229,37.166,4.247,4.747,0.984,0.417,0.225,63.0,100.0,full_key,30840000.0,€30.8M,FW,22.0,2028.0,CZE,https://upload.wikimedia.org/wikipedia/commons/2/25/Adam_Hlo%C5%BEek%2C_2022-07-31%2C_Saisoner%C3%B6ffnung_Bayer_04%2C_Leverkusen_%282%29_%28cropped%29.jpg,app/static/players/adam_hlozek.jpg,
Lois Openda,RB Leipzig,Bundesliga,FW,24,BEL,1,1960,0.572,0.229,0.394,0.562,0.327,4.854,1.383,38.281,6.829,3.116,1.399,0.299,1.486,82.1,100.0,full_key,70000000.0,€70.0M,FW,24.0,2025.0,BEL,https://upload.wikimedia.org/wikipedia/commons/a/ac/Lo%C3%AFs_Openda_USMNT_v_Belgium_Mar_28_2026-19_%28cropped%29.jpg,app/static/players/lois_openda.jpg,
Benjamin Sesko,RB Leipzig,Bundesliga,FW,21,SVN,1,1266,0.491,0.265,0.629,0.496,0.195,4.133,1.352,28.356,5.594,5.019,1.394,0.387,0.0,73.5,100.0,full_key,65000000.0,€65.0M,FW,21.0,2027.0,SVN,https://upload.wikimedia.org/wikipedia/commons/e/e9/FC_RB_Salzburg_gegen_SK_Austria_Klagenfurt_%282023-05-28%29_38_%28cropped%29.jpg,app/static/players/benjamin_sesko.jpg,
Xavi Simons,RB Leipzig,Bundesliga,MF,21,NED,1,2456,0.3,0.22,0.218,0.0,0.4,1.908,0.762,92.421,5.708,10.768,3.502,1.843,0.0,79.5,100.0,full_key,90000000.0,€90.0M,MF,21.0,2026.0,NED,https://upload.wikimedia.org/wikipedia/commons/7/7a/Final_Whistle_Tottenham_1-0_Everton_2026.png,app/static/players/xavi_simons.png,
Dani Olmo,RB Leipzig,Bundesliga,MF,26,ESP,1,2939,0.183,0.185,0.25,0.144,0.205,2.505,0.795,89.27,6.846,9.092,4.115,2.19,1.334,95.0,100.0,full_key,70000000.0,€70.0M,MF,26.0,2025.0,ESP,https://upload.wikimedia.org/wikipedia/commons/d/d8/Estadi_Ol%C3%ADmpic_Llu%C3%ADs_Companys.JPG,app/static/players/dani_olmo.jpg,
Willi Orban,RB Leipzig,Bundesliga,DF,32,HUN,1,1195,0.158,0.038,0.153,0.07,0.106,0.0,0.0,62.217,2.947,7.217,3.262,2.154,4.919,83.7,100.0,full_key,8190000.0,€8.2M,DF,32.0,2027.0,HUN,https://upload.wikimedia.org/wikipedia/commons/b/b5/Orbanirl.jpg,app/static/players/willi_orban.jpg,
Lukas Klostermann,RB Leipzig,Bundesliga,DF,28,GER,1,2111,0.0,0.146,0.174,0.0,0.153,0.0,0.304,72.677,2.131,6.435,3.21,2.127,3.82,84.4,100.0,full_key,9100000.0,€9.1M,DF,28.0,2027.0,GER,https://upload.wikimedia.org/wikipedia/commons/b/b6/2020-03-10_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League_Achtelfinale%2C_RB_Leipzig_-_Tottenham_Hotspur_1DX_3669_by_Stepro.jpg,,
Kevin Kampl,RB Leipzig,Bundesliga,MF,33,SVN,1,2533,0.21,0.232,0.213,0.201,0.221,0.817,0.329,75.528,4.56,7.718,2.663,1.807,1.782,95.3,100.0,full_key,3900000.0,€3.9M,MF,33.0,2027.0,SVN,https://upload.wikimedia.org/wikipedia/commons/e/e0/Dani_Olmo_2022.jpg,app/static/players/kevin_kampl.jpg,
Castello Lukeba,RB Leipzig,Bundesliga,DF,22,FRA,1,1578,0.101,0.101,0.117,0.128,0.078,0.009,0.142,59.709,2.965,7.158,3.678,1.92,3.823,73.8,100.0,full_key,23410000.0,€23.4M,DF,22.0,2028.0,FRA,https://upload.wikimedia.org/wikipedia/commons/4/4d/Castello_Lukeba_in_2022.png,,
Mohamed Simakan,RB Leipzig,Bundesliga,DF,23,FRA,1,2833,0.042,0.0,0.12,0.048,0.154,1.473,0.0,58.92,3.189,8.907,2.523,1.972,6.809,84.7,100.0,full_key,23770000.0,€23.8M,DF,23.0,2025.0,FRA,https://upload.wikimedia.org/wikipedia/commons/7/78/Inside_King_Saud_University_Stadium.jpg,app/static/players/mohamed_simakan.jpg,
Peter Gulacsi,RB Leipzig,Bundesliga,GK,34,HUN,1,2514,0.0,0.0,0.0,0.043,0.0,0.0,0.213,40.674,1.706,1.968,0.0,0.034,1.797,63.9,100.0,full_key,3730000.0,€3.7M,GK,34.0,2025.0,HUN,https://upload.wikimedia.org/wikipedia/commons/d/d7/2020-03-10_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League_Achtelfinale%2C_RB_Leipzig_-_Tottenham_Hotspur_1DX_3666_by_Stepro.jpg,,
Antonio Nusa,RB Leipzig,Bundesliga,FW,20,NOR,1,970,0.606,0.139,0.483,0.334,0.149,2.907,1.293,35.96,4.118,2.966,0.842,0.628,0.0,78.8,100.0,full_key,16020000.0,€16.0M,FW,20.0,2028.0,NOR,https://upload.wikimedia.org/wikipedia/commons/8/80/Antonio_Nusa_Morocco_v_Norway_7_June_2026-110_%28cropped%29.jpg,app/static/players/antonio_nusa.jpg,
Christoph Baumgartner,RB Leipzig,Bundesliga,MF,25,AUT,1,2954,0.294,0.29,0.155,0.118,0.186,1.655,0.754,65.308,6.213,8.098,3.32,1.943,0.688,89.7,100.0,full_key,9240000.0,€9.2M,MF,25.0,2026.0,AUT,https://upload.wikimedia.org/wikipedia/commons/1/1a/Austria_national_under-21_football_team_-_Teamcamp_October_2019_%2861%29_%28cropped%29.jpg,app/static/players/christoph_baumgartner.jpg,
Omar Marmoush,Eintracht Frankfurt,Bundesliga,FW,26,EGY,1,923,0.272,0.199,0.439,0.449,0.239,3.744,1.376,24.601,3.106,3.474,0.598,0.413,1.246,77.4,100.0,full_key,19550000.0,€19.6M,FW,26.0,2025.0,EGY,https://upload.wikimedia.org/wikipedia/commons/e/e3/Paris_Saint-Germain_-_Manchester_City_FC%2C_22_January_2025_%28168%29_%28cropped%29.jpg,,
Hugo Larsson,Eintracht Frankfurt,Bundesliga,MF,21,SWE,1,1514,0.25,0.09,0.166,0.146,0.19,1.105,0.557,53.15,4.592,9.902,2.203,1.564,0.628,76.4,100.0,full_key,32150000.0,€32.1M,MF,21.0,2028.0,SWE,https://upload.wikimedia.org/wikipedia/commons/6/63/Hugo_Larsson_%282023%29.jpg,app/static/players/hugo_larsson.jpg,
Ansgar Knauff,Eintracht Frankfurt,Bundesliga,FW,23,GER,1,2165,0.556,0.163,0.472,0.438,0.112,2.802,1.114,44.969,5.76,3.796,0.395,0.33,1.107,70.6,100.0,full_key,44710000.0,€44.7M,FW,23.0,2026.0,GER,https://upload.wikimedia.org/wikipedia/commons/1/17/Sevilla2-1Lega20182.jpg,app/static/players/ansgar_knauff.jpg,
Robin Koch,Eintracht Frankfurt,Bundesliga,DF,28,GER,1,1732,0.076,0.051,0.127,0.139,0.031,0.0,0.237,58.684,1.717,4.821,3.767,1.957,4.377,82.0,100.0,full_key,4510000.0,€4.5M,DF,28.0,2028.0,GER,,,
Mario Götze,Eintracht Frankfurt,Bundesliga,MF,33,GER,1,1842,0.084,0.28,0.219,0.081,0.117,2.504,0.664,91.497,5.015,7.587,1.839,1.534,0.0,86.7,100.0,full_key,4790000.0,€4.8M,MF,33.0,2028.0,GER,https://upload.wikimedia.org/wikipedia/en/a/a5/2013_UEFA_Champions_League_Final_programme.jpg,,
Randal Kolo Muani,Paris Saint-Germain,Ligue 1,FW,26,FRA,1,2806,0.325,0.083,0.378,0.431,0.094,2.817,1.517,26.293,4.769,3.433,0.56,0.133,1.362,75.1,100.0,full_key,42780000.0,€42.8M,FW,26.0,2026.0,FRA,https://upload.wikimedia.org/wikipedia/commons/6/65/Argentina_3-3_Francia_-_Copa_Mundial_2022_-_Argentina_campe%C3%B3n.jpg,app/static/players/randal_kolo_muani.jpg,
Vincenzo Grifo,SC Freiburg,Bundesliga,MF,31,GER,1,975,0.008,0.193,0.066,0.099,0.29,1.414,0.475,64.847,4.475,7.751,2.471,1.967,0.564,93.4,100.0,full_key,16260000.0,€16.3M,MF,31.0,2025.0,GER,,,
Lucas Holer,SC Freiburg,Bundesliga,FW,29,GER,1,2227,0.403,0.253,0.707,0.303,0.163,3.256,1.239,36.684,4.366,2.7,1.892,0.576,0.0,63.2,100.0,full_key,18690000.0,€18.7M,FW,29.0,2028.0,GER,https://upload.wikimedia.org/wikipedia/en/9/9c/2026_UEFA_Europa_League_final_programme.png,,
Nicolas Hofler,SC Freiburg,Bundesliga,MF,31,GER,1,2619,0.203,0.189,0.122,0.06,0.315,1.781,0.075,71.247,6.13,6.52,2.371,1.741,0.02,97.6,100.0,full_key,9110000.0,€9.1M,MF,31.0,2027.0,GER,https://upload.wikimedia.org/wikipedia/en/9/9c/2026_UEFA_Europa_League_final_programme.png,,
Matthias Ginter,SC Freiburg,Bundesliga,DF,31,GER,1,2806,0.08,0.004,0.138,0.0,0.131,0.584,0.563,51.912,3.405,6.542,3.061,1.666,4.228,78.6,100.0,full_key,6970000.0,€7.0M,DF,31.0,2028.0,GER,https://upload.wikimedia.org/wikipedia/en/9/9c/2026_UEFA_Europa_League_final_programme.png,,
Wout Weghorst,Hoffenheim,Bundesliga,FW,32,NED,1,3128,0.343,0.274,0.37,0.316,0.02,2.732,1.063,28.384,4.675,1.814,0.0,0.388,0.0,82.4,100.0,full_key,24710000.0,€24.7M,FW,32.0,2025.0,NED,https://upload.wikimedia.org/wikipedia/commons/5/59/City_vs_United_FA_Cup_final_2023.jpg,,
Marius Bulter,Union Berlin,Bundesliga,FW,29,GER,1,1422,0.525,0.159,0.446,0.403,0.162,2.002,1.57,24.947,4.605,0.268,0.69,0.194,0.037,82.7,100.0,full_key,18620000.0,€18.6M,FW,29.0,2027.0,GER,,,
Robin Gosens,Union Berlin,Bundesliga,DF,30,GER,1,2062,0.0,0.011,0.116,0.103,0.102,1.0,0.113,66.836,2.275,5.243,2.538,2.009,4.809,83.7,100.0,full_key,17670000.0,€17.7M,DF,30.0,2027.0,GER,https://upload.wikimedia.org/wikipedia/en/f/f8/2023_UEFA_Champions_League_Final_programme.jpg,,
Maximilian Mittelstadt,Stuttgart,Bundesliga,DF,27,GER,1,2042,0.0,0.0,0.0,0.0,0.109,0.896,0.0,59.073,2.712,4.061,3.311,1.884,4.535,87.1,100.0,full_key,20520000.0,€20.5M,DF,27.0,2025.0,GER,https://upload.wikimedia.org/wikipedia/commons/5/52/Maxi_mittelstaedt.jpg,app/static/players/maximilian_mittelstadt.jpg,https://r2.thesportsdb.com/images/media/player/thumb/ewe7q11578081020.jpg
Deniz Undav,Stuttgart,Bundesliga,FW,28,GER,1,2218,0.443,0.216,0.478,0.292,0.215,2.367,0.949,40.998,4.543,2.047,1.276,0.0,0.07,75.1,100.0,full_key,23150000.0,€23.1M,FW,28.0,2028.0,GER,https://upload.wikimedia.org/wikipedia/commons/a/a5/Deniz_undav.jpg,app/static/players/deniz_undav.jpg,https://r2.thesportsdb.com/images/media/player/thumb/rbzyf01779386404.jpg
Ermedin Demirovic,Stuttgart,Bundesliga,FW,26,GER,1,1882,0.664,0.235,0.387,0.282,0.228,2.01,1.012,28.383,4.921,2.758,0.488,0.296,0.835,82.3,100.0,full_key,42780000.0,€42.8M,FW,26.0,2028.0,GER,https://upload.wikimedia.org/wikipedia/commons/2/24/Andrea_Demirovi%C4%87.jpg,app/static/players/ermedin_demirovic.jpg,https://r2.thesportsdb.com/images/media/player/thumb/ahykd01778543129.jpg
Chris Fuhrich,Stuttgart,Bundesliga,FW,27,GER,1,1641,0.466,0.2,0.513,0.293,0.206,2.87,1.113,40.172,4.076,2.724,0.229,0.308,0.6,71.2,100.0,full_key,29470000.0,€29.5M,FW,27.0,2026.0,GER,https://upload.wikimedia.org/wikipedia/commons/d/d9/Chris_fuehrich.jpg,app/static/players/chris_fuhrich.jpg,https://r2.thesportsdb.com/images/media/player/thumb/zws3lq1674561287.jpg
Vinicius Junior,Real Madrid,La Liga,FW,24,BRA,1,2362,0.356,0.172,0.426,0.552,0.343,4.092,1.663,53.768,5.267,4.402,0.844,0.032,0.0,73.4,100.0,full_key,180000000.0,€180.0M,FW,24.0,2026.0,BRA,https://upload.wikimedia.org/wikipedia/commons/c/c6/2023_05_06_Final_de_la_Copa_del_Rey_-_52879242230_%28cropped%29.jpg,app/static/players/vinicius_junior.jpg,https://r2.thesportsdb.com/images/media/player/thumb/wsxysw1471091324.jpg
Jude Bellingham,Real Madrid,La Liga,MF,21,ENG,1,2290,0.305,0.351,0.14,0.212,0.388,1.254,0.839,86.432,6.302,12.505,2.294,1.622,1.19,91.8,100.0,full_key,180000000.0,€180.0M,MF,21.0,2025.0,ENG,https://upload.wikimedia.org/wikipedia/commons/1/14/Jobe_Bellingham_May_2022.jpg,app/static/players/jude_bellingham.jpg,https://r2.thesportsdb.com/images/media/player/thumb/rfg8xd1771263826.jpg
Kylian Mbappe,Real Madrid,La Liga,FW,25,FRA,1,1484,0.558,0.147,0.491,0.318,0.184,3.918,1.201,35.788,4.116,1.911,1.427,0.0,0.0,79.7,100.0,full_key,180000000.0,€180.0M,FW,25.0,2025.0,FRA,https://upload.wikimedia.org/wikipedia/commons/6/66/Picture_with_Mbapp%C3%A9_%28cropped_and_rotated%29.jpg,app/static/players/kylian_mbappe.jpg,https://r2.thesportsdb.com/images/media/player/thumb/v08cj31778816426.jpg
Rodrygo,Real Madrid,La Liga,FW,23,BRA,1,2905,0.573,0.068,0.504,0.5,0.162,3.595,1.395,31.334,6.528,4.906,1.027,0.782,1.203,75.3,100.0,full_key,100000000.0,€100.0M,FW,23.0,2026.0,BRA,https://upload.wikimedia.org/wikipedia/commons/0/05/Rodrygo_2023_%28cropped%29.jpg,app/static/players/rodrygo.jpg,https://r2.thesportsdb.com/images/media/player/thumb/81sef31771265827.jpg
Federico Valverde,Real Madrid,La Liga,MF,26,URU,1,3109,0.126,0.271,0.022,0.146,0.37,1.23,0.35,89.171,6.061,8.688,3.792,1.738,0.405,88.8,100.0,full_key,100000000.0,€100.0M,MF,26.0,2028.0,URU,https://upload.wikimedia.org/wikipedia/commons/7/73/Federico_Valverde_2021_%28cropped%29.jpg,app/static/players/federico_valverde.jpg,https://r2.thesportsdb.com/images/media/player/thumb/38ndp21771266409.jpg
Aurelien Tchouameni,Real Madrid,La Liga,MF,24,FRA,1,1932,0.216,0.344,0.217,0.196,0.316,1.348,0.735,95.922,6.019,12.723,3.24,1.659,1.735,90.8,100.0,full_key,80000000.0,€80.0M,MF,24.0,2025.0,FRA,https://upload.wikimedia.org/wikipedia/commons/0/0f/2025_04_26_Final_de_la_Copa_del_Rey_-_Aur%C3%A9lien_Tchouam%C3%A9ni.jpg,app/static/players/aurelien_tchouameni.jpg,https://r2.thesportsdb.com/images/media/player/thumb/co0ahr1778818162.jpg
Eduardo Camavinga,Real Madrid,La Liga,MF,21,FRA,1,1650,0.386,0.453,0.227,0.253,0.23,2.482,0.485,92.645,6.119,9.86,3.276,1.907,0.826,89.4,100.0,full_key,80000000.0,€80.0M,MF,21.0,2028.0,FRA,https://upload.wikimedia.org/wikipedia/commons/0/05/Ofrenda_de_la_Liga_y_la_Champions-13-L.Mill%C3%A1n_%2852109790215%29_%28cropped%29.jpg,app/static/players/eduardo_camavinga.jpg,https://r2.thesportsdb.com/images/media/player/thumb/5w5ge71771264039.jpg
Antonio Rudiger,Real Madrid,La Liga,DF,31,GER,1,2703,0.171,0.106,0.138,0.104,0.219,0.327,0.121,60.251,2.864,7.704,2.54,1.919,5.421,81.1,100.0,full_key,12270000.0,€12.3M,DF,31.0,2025.0,GER,https://upload.wikimedia.org/wikipedia/commons/3/3e/20180602_FIFA_Friendly_Match_Austria_vs._Germany_Antonio_R%C3%BCdiger_850_0711.jpg,app/static/players/antonio_rudiger.jpg,https://r2.thesportsdb.com/images/media/player/thumb/qtv86p1779385132.jpg
Dani Carvajal,Real Madrid,La Liga,DF,32,ESP,1,1564,0.0,0.0,0.155,0.0,0.0,0.833,0.189,47.089,1.849,6.067,3.668,1.853,4.479,90.8,100.0,full_key,17000000.0,€17.0M,DF,32.0,2026.0,ESP,https://upload.wikimedia.org/wikipedia/commons/b/b6/UEFA_EURO_qualifiers_Sweden_vs_Spain_20191015_Dani_Carvajal_10_%28cropped%29.jpg,,https://r2.thesportsdb.com/images/media/player/thumb/gapy0m1771264214.jpg
Luka Modric,Real Madrid,La Liga,MF,38,CRO,1,1441,0.096,0.329,0.0,0.085,0.209,1.801,0.82,48.838,5.096,6.819,3.253,1.853,0.174,86.3,100.0,full_key,1940000.0,€1.9M,MF,38.0,2028.0,CRO,https://upload.wikimedia.org/wikipedia/commons/3/3e/Ronaldo_vs._FC_Schalke_04_%2816854146922%29.jpg,app/static/players/luka_modric.jpg,https://r2.thesportsdb.com/images/media/player/thumb/6j40781707595475.jpg
